Cohort group type,Cohort group value,Cohort day,Month 9,Month 8,Month 7,Month 6,Month 5,Month 4,Month 3,Month 2,Month 1,Month 0
Last active day,Made two posts,06/08/13,0,-102,-67,-56,-25,-12,-3,0,232,0
Last active day,Made two posts,06/09/13,0,-101,-74,-60,-36,-12,-4,0,190,0
Last active day,Made two posts,06/10/13,0,-17,-75,-46,-34,-17,-4,0,229,0
Last active day,Made two posts,06/11/13,0,0,-66,-56,-32,-17,-4,0,200,0
Last active day,Made two posts,06/12/13,0,0,-67,-55,-35,-17,-6,0,226,0
Last active day,Made two posts,06/13/13,0,0,-67,-46,-35,-14,-6,0,228,0
Last active day,Made two posts,06/14/13,0,0,-72,-60,-35,-16,-6,0,221,0
Last active day,Made two posts,06/15/13,0,0,-80,-60,-36,-17,-6,0,167,0
Last active day,Made two posts,06/16/13,0,0,-70,-63,-38,-20,-6,0,184,0
Last active day,Made two posts,06/17/13,0,0,-67,-60,-30,-19,-6,0,218,0
Last active day,Made two posts,06/18/13,0,0,-76,-62,-39,-20,-7,-1,221,0
Last active day,Made two posts,06/19/13,0,0,-68,-50,-38,-20,-7,0,197,0
Last active day,Made two posts,06/20/13,0,0,-82,-60,-34,-18,-7,-1,223,0
Last active day,Made two posts,06/21/13,0,0,-81,-63,-36,-22,-8,-1,215,0
Last active day,Made two posts,06/22/13,0,0,-86,-68,-39,-19,-8,-1,213,0
Last active day,Made two posts,06/23/13,0,0,-72,-59,-35,-18,-8,-1,221,0
Last active day,Made two posts,06/24/13,0,0,-77,-67,-33,-19,-7,-1,214,0
Last active day,Made two posts,06/25/13,0,0,-94,-56,-43,-25,-10,-1,211,0
Last active day,Made two posts,06/26/13,0,0,-80,-69,-38,-20,-8,-2,222,0
Last active day,Made two posts,06/27/13,0,0,-85,-68,-36,-25,-11,-2,177,0
Last active day,Made two posts,06/28/13,0,0,-73,-59,-35,-21,-10,-2,218,0
Last active day,Made two posts,06/29/13,0,0,-81,-55,-43,-27,-9,-2,216,0
Last active day,Made two posts,06/30/13,0,0,-79,-68,-36,-25,-11,-2,164,0
Last active day,Made two posts,07/01/13,0,0,-99,-64,-49,-23,-12,-2,205,0
Last active day,Made two posts,07/02/13,0,0,-82,-69,-50,-22,-9,-2,0,164
Last active day,Made two posts,07/03/13,0,0,-78,-66,-47,-27,-11,-3,0,206
Last active day,Made two posts,07/04/13,0,0,-81,-56,-50,-25,-12,-2,0,194
Last active day,Made two posts,07/05/13,0,0,-99,-62,-45,-25,-13,-3,0,191
Last active day,Made two posts,07/06/13,0,0,-99,-70,-39,-30,-11,-3,0,200
Last active day,Made two posts,07/07/13,0,0,-93,-77,-47,-23,-13,-3,0,170
Last active day,Made two posts,07/08/13,0,0,-77,-62,-42,-32,-15,-3,0,193
Last active day,Made two posts,07/09/13,0,0,-84,-67,-53,-28,-14,-4,0,210
Last active day,Made two posts,07/10/13,0,0,-88,-70,-40,-27,-15,-4,0,180
Last active day,Made two posts,07/11/13,0,0,-89,-78,-41,-32,-13,-5,0,188
Last active day,Made two posts,07/12/13,0,0,-82,-74,-44,-29,-16,-5,0,194
Last active day,Made two posts,07/13/13,0,0,-81,-79,-52,-30,-16,-4,0,174
Last active day,Made two posts,07/14/13,0,0,-44,-76,-44,-27,-17,-6,0,201
Last active day,Made two posts,07/15/13,0,0,0,-75,-43,-30,-15,-5,0,201
Last active day,Made two posts,07/16/13,0,0,0,-80,-57,-31,-15,-5,0,170
Last active day,Made two posts,07/17/13,0,0,0,-73,-44,-36,-18,-5,0,162
Last active day,Made two posts,07/18/13,0,0,0,-79,-53,-29,-16,-5,0,196
Last active day,Made two posts,07/19/13,0,0,0,-78,-54,-31,-18,-7,-1,166
Last active day,Made two posts,07/20/13,0,0,0,-63,-49,-34,-16,-7,0,195
Last active day,Made two posts,07/21/13,0,0,0,-82,-54,-37,-21,-7,-1,200
Last active day,Made two posts,07/22/13,0,0,0,-64,-47,-37,-20,-7,-1,186
Last active day,Made two posts,07/23/13,0,0,0,-75,-54,-30,-17,-7,-1,164
Last active day,Made two posts,07/24/13,0,0,0,-70,-50,-37,-17,-8,-1,153
Last active day,Made two posts,07/25/13,0,0,0,-65,-48,-30,-17,-8,-1,155
Last active day,Made two posts,07/26/13,0,0,0,-83,-53,-34,-22,-9,-1,158
Last active day,Made two posts,07/27/13,0,0,0,-75,-51,-40,-22,-9,-1,178
Last active day,Made two posts,07/28/13,0,0,0,-82,-61,-32,-18,-8,-2,149
Last active day,Made two posts,07/29/13,0,0,0,-67,-63,-41,-22,-9,-2,189
Last active day,Made two posts,07/30/13,0,0,0,-69,-51,-41,-19,-9,-2,190
Last active day,Made two posts,07/31/13,0,0,0,-71,-56,-39,-23,-9,-2,168
Lifespan,Born,10/05/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/06/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/07/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/08/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/09/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/10/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/11/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/12/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/13/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/14/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/15/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/16/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/17/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/18/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/19/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/20/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/21/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/22/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/23/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/24/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/25/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/26/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/27/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/28/12,6,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/29/12,10,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/30/12,3,0,0,0,0,0,0,0,0,0
Lifespan,Born,10/31/12,4,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/01/12,8,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/02/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/03/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/04/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/05/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/06/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/07/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/08/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/09/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/10/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/11/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/12/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/13/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/14/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/15/12,0,12,0,0,0,0,0,0,0,0
Lifespan,Born,11/16/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/17/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/18/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/19/12,0,19,0,0,0,0,0,0,0,0
Lifespan,Born,11/20/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/21/12,0,18,0,0,0,0,0,0,0,0
Lifespan,Born,11/22/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/23/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/24/12,0,4,0,0,0,0,0,0,0,0
Lifespan,Born,11/25/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/26/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/27/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/28/12,0,15,0,0,0,0,0,0,0,0
Lifespan,Born,11/29/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,11/30/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/01/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/02/12,0,17,0,0,0,0,0,0,0,0
Lifespan,Born,12/03/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/04/12,0,0,5,0,0,0,0,0,0,0
Lifespan,Born,12/05/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/06/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/07/12,0,0,19,0,0,0,0,0,0,0
Lifespan,Born,12/08/12,0,0,29,0,0,0,0,0,0,0
Lifespan,Born,12/09/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/10/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/11/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/12/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/13/12,0,0,14,0,0,0,0,0,0,0
Lifespan,Born,12/14/12,0,0,20,0,0,0,0,0,0,0
Lifespan,Born,12/15/12,0,0,29,0,0,0,0,0,0,0
Lifespan,Born,12/16/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/17/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/18/12,0,0,13,0,0,0,0,0,0,0
Lifespan,Born,12/19/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/20/12,0,0,20,0,0,0,0,0,0,0
Lifespan,Born,12/21/12,0,0,12,0,0,0,0,0,0,0
Lifespan,Born,12/22/12,0,0,4,0,0,0,0,0,0,0
Lifespan,Born,12/23/12,0,0,31,0,0,0,0,0,0,0
Lifespan,Born,12/24/12,-1,0,25,0,0,0,0,0,0,0
Lifespan,Born,12/25/12,0,0,16,0,0,0,0,0,0,0
Lifespan,Born,12/26/12,0,0,29,0,0,0,0,0,0,0
Lifespan,Born,12/27/12,0,0,34,0,0,0,0,0,0,0
Lifespan,Born,12/28/12,0,0,10,0,0,0,0,0,0,0
Lifespan,Born,12/29/12,-2,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/30/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,12/31/12,0,0,0,0,0,0,0,0,0,0
Lifespan,Born,01/01/13,-1,0,7,0,0,0,0,0,0,0
Lifespan,Born,01/02/13,-1,0,0,0,0,0,0,0,0,0
Lifespan,Born,01/03/13,0,0,0,11,0,0,0,0,0,0
Lifespan,Born,01/04/13,-2,0,0,32,0,0,0,0,0,0
Lifespan,Born,01/05/13,0,0,0,39,0,0,0,0,0,0
Lifespan,Born,01/06/13,0,0,0,37,0,0,0,0,0,0
Lifespan,Born,01/07/13,0,0,0,18,0,0,0,0,0,0
Lifespan,Born,01/08/13,-3,0,0,44,0,0,0,0,0,0
Lifespan,Born,01/09/13,-3,0,0,45,0,0,0,0,0,0
Lifespan,Born,01/10/13,0,0,0,28,0,0,0,0,0,0
Lifespan,Born,01/11/13,0,0,0,1,0,0,0,0,0,0
Lifespan,Born,01/12/13,-1,0,0,36,0,0,0,0,0,0
Lifespan,Born,01/13/13,-2,0,0,46,0,0,0,0,0,0
Lifespan,Born,01/14/13,0,0,0,49,0,0,0,0,0,0
Lifespan,Born,01/15/13,-4,-1,0,6,0,0,0,0,0,0
Lifespan,Born,01/16/13,-4,-1,0,27,0,0,0,0,0,0
Lifespan,Born,01/17/13,0,-1,0,44,0,0,0,0,0,0
Lifespan,Born,01/18/13,-4,-1,0,36,0,0,0,0,0,0
Lifespan,Born,01/19/13,-3,-1,0,26,0,0,0,0,0,0
Lifespan,Born,01/20/13,0,-1,0,20,0,0,0,0,0,0
Lifespan,Born,01/21/13,0,-1,0,13,0,0,0,0,0,0
Lifespan,Born,01/22/13,0,-2,0,55,0,0,0,0,0,0
Lifespan,Born,01/23/13,0,0,0,40,0,0,0,0,0,0
Lifespan,Born,01/24/13,0,-1,0,42,0,0,0,0,0,0
Lifespan,Born,01/25/13,0,-2,-1,17,0,0,0,0,0,0
Lifespan,Born,01/26/13,0,0,0,55,0,0,0,0,0,0
Lifespan,Born,01/27/13,0,-1,-2,50,0,0,0,0,0,0
Lifespan,Born,01/28/13,0,-2,-2,31,0,0,0,0,0,0
Lifespan,Born,01/29/13,0,-3,-2,25,0,0,0,0,0,0
Lifespan,Born,01/30/13,0,-2,-2,59,0,0,0,0,0,0
Lifespan,Born,01/31/13,0,-1,-1,30,0,0,0,0,0,0
Lifespan,Born,02/01/13,0,-3,-1,54,0,0,0,0,0,0
Lifespan,Born,02/02/13,0,-3,-1,0,26,0,0,0,0,0
Lifespan,Born,02/03/13,0,-3,-2,0,34,0,0,0,0,0
Lifespan,Born,02/04/13,0,-3,-1,0,39,0,0,0,0,0
Lifespan,Born,02/05/13,0,-3,-2,0,35,0,0,0,0,0
Lifespan,Born,02/06/13,0,-2,-1,0,37,0,0,0,0,0
Lifespan,Born,02/07/13,0,-2,-1,0,54,0,0,0,0,0
Lifespan,Born,02/08/13,0,-4,-1,0,32,0,0,0,0,0
Lifespan,Born,02/09/13,0,-2,-1,0,57,0,0,0,0,0
Lifespan,Born,02/10/13,0,-4,-1,0,52,0,0,0,0,0
Lifespan,Born,02/11/13,0,-4,0,0,42,0,0,0,0,0
Lifespan,Born,02/12/13,0,-5,-1,0,62,0,0,0,0,0
Lifespan,Born,02/13/13,0,-4,-1,0,39,0,0,0,0,0
Lifespan,Born,02/14/13,0,-4,-1,0,55,0,0,0,0,0
Lifespan,Born,02/15/13,0,-4,-1,0,61,0,0,0,0,0
Lifespan,Born,02/16/13,0,-3,-1,0,58,0,0,0,0,0
Lifespan,Born,02/17/13,0,-4,-1,0,43,0,0,0,0,0
Lifespan,Born,02/18/13,0,-5,-2,0,63,0,0,0,0,0
Lifespan,Born,02/19/13,0,-2,-1,0,56,0,0,0,0,0
Lifespan,Born,02/20/13,0,0,-2,0,60,0,0,0,0,0
Lifespan,Born,02/21/13,0,0,-2,0,47,0,0,0,0,0
Lifespan,Born,02/22/13,0,0,-2,0,54,0,0,0,0,0
Lifespan,Born,02/23/13,0,0,-3,0,74,0,0,0,0,0
Lifespan,Born,02/24/13,0,0,-3,0,57,0,0,0,0,0
Lifespan,Born,02/25/13,0,0,-3,0,57,0,0,0,0,0
Lifespan,Born,02/26/13,0,0,-3,0,59,0,0,0,0,0
Lifespan,Born,02/27/13,0,0,-3,0,68,0,0,0,0,0
Lifespan,Born,02/28/13,0,0,-3,0,73,0,0,0,0,0
Lifespan,Born,03/01/13,0,0,-3,0,78,0,0,0,0,0
Lifespan,Born,03/02/13,0,0,-4,0,67,0,0,0,0,0
Lifespan,Born,03/03/13,0,0,-4,0,70,0,0,0,0,0
Lifespan,Born,03/04/13,0,0,-3,-1,0,73,0,0,0,0
Lifespan,Born,03/05/13,0,0,-5,-1,0,78,0,0,0,0
Lifespan,Born,03/06/13,0,0,-4,-1,0,76,0,0,0,0
Lifespan,Born,03/07/13,0,0,-4,-1,0,69,0,0,0,0
Lifespan,Born,03/08/13,0,0,-5,-1,0,66,0,0,0,0
Lifespan,Born,03/09/13,0,0,-4,-1,0,81,0,0,0,0
Lifespan,Born,03/10/13,0,0,-5,-1,0,69,0,0,0,0
Lifespan,Born,03/11/13,0,0,-6,-1,0,78,0,0,0,0
Lifespan,Born,03/12/13,0,0,-5,-2,0,78,0,0,0,0
Lifespan,Born,03/13/13,0,0,-6,-2,0,73,0,0,0,0
Lifespan,Born,03/14/13,0,0,-6,-2,0,79,0,0,0,0
Lifespan,Born,03/15/13,0,0,-6,-2,0,81,0,0,0,0
Lifespan,Born,03/16/13,0,0,-6,-2,0,84,0,0,0,0
Lifespan,Born,03/17/13,0,0,-6,-2,0,87,0,0,0,0
Lifespan,Born,03/18/13,0,0,-7,-2,0,85,0,0,0,0
Lifespan,Born,03/19/13,0,0,-8,-2,0,80,0,0,0,0
Lifespan,Born,03/20/13,0,0,-8,-3,0,86,0,0,0,0
Lifespan,Born,03/21/13,0,0,-8,-3,0,82,0,0,0,0
Lifespan,Born,03/22/13,0,0,-8,-3,0,89,0,0,0,0
Lifespan,Born,03/23/13,0,0,-9,-3,0,89,0,0,0,0
Lifespan,Born,03/24/13,0,0,-9,-3,0,92,0,0,0,0
Lifespan,Born,03/25/13,0,0,-10,-3,0,91,0,0,0,0
Lifespan,Born,03/26/13,0,0,-10,-4,0,90,0,0,0,0
Lifespan,Born,03/27/13,0,0,-10,-4,0,93,0,0,0,0
Lifespan,Born,03/28/13,0,0,-10,-4,0,92,0,0,0,0
Lifespan,Born,03/29/13,0,0,-11,-4,-1,94,0,0,0,0
Lifespan,Born,03/30/13,0,0,-11,-5,-1,95,0,0,0,0
Lifespan,Born,03/31/13,0,0,-12,-5,-1,96,0,0,0,0
Lifespan,Born,04/01/13,0,0,-12,-5,-1,97,0,0,0,0
Lifespan,Born,04/02/13,0,0,-12,-5,-1,98,0,0,0,0
Lifespan,Born,04/03/13,0,0,-13,-6,-1,0,98,0,0,0
Lifespan,Born,04/04/13,0,0,-12,-6,-1,0,99,0,0,0
Lifespan,Born,04/05/13,0,0,0,-6,-1,0,100,0,0,0
Lifespan,Born,04/06/13,0,0,0,-6,-1,0,101,0,0,0
Lifespan,Born,04/07/13,0,0,0,-7,-2,0,101,0,0,0
Lifespan,Born,04/08/13,0,0,0,-7,-2,0,104,0,0,0
Lifespan,Born,04/09/13,0,0,0,-7,-2,0,105,0,0,0
Lifespan,Born,04/10/13,0,0,0,-8,-2,0,105,0,0,0
Lifespan,Born,04/11/13,0,0,0,-8,-2,0,106,0,0,0
Lifespan,Born,04/12/13,0,0,0,-8,-2,0,109,0,0,0
Lifespan,Born,04/13/13,0,0,0,-8,-2,0,106,0,0,0
Lifespan,Born,04/14/13,0,0,0,-9,-3,0,110,0,0,0
Lifespan,Born,04/15/13,0,0,0,-9,-3,0,111,0,0,0
Lifespan,Born,04/16/13,0,0,0,-9,-3,0,109,0,0,0
Lifespan,Born,04/17/13,0,0,0,-10,-3,0,110,0,0,0
Lifespan,Born,04/18/13,0,0,0,-10,-4,0,114,0,0,0
Lifespan,Born,04/19/13,0,0,0,-10,-4,0,117,0,0,0
Lifespan,Born,04/20/13,0,0,0,-11,-4,0,116,0,0,0
Lifespan,Born,04/21/13,0,0,0,-12,-4,0,119,0,0,0
Lifespan,Born,04/22/13,0,0,0,-12,-4,0,116,0,0,0
Lifespan,Born,04/23/13,0,0,0,-12,-5,0,114,0,0,0
Lifespan,Born,04/24/13,0,0,0,-12,-5,0,116,0,0,0
Lifespan,Born,04/25/13,0,0,0,-13,-5,-1,118,0,0,0
Lifespan,Born,04/26/13,0,0,0,-13,-5,-1,118,0,0,0
Lifespan,Born,04/27/13,0,0,0,-13,-5,-1,124,0,0,0
Lifespan,Born,04/28/13,0,0,0,-14,-6,-1,119,0,0,0
Lifespan,Born,04/29/13,0,0,0,-14,-6,-1,117,0,0,0
Lifespan,Born,04/30/13,0,0,0,-15,-7,-1,121,0,0,0
Lifespan,Born,05/01/13,0,0,0,-15,-7,-1,132,0,0,0
Lifespan,Born,05/02/13,0,0,0,-16,-7,-1,130,0,0,0
Lifespan,Born,05/03/13,0,0,0,-17,-8,-1,0,132,0,0
Lifespan,Born,05/04/13,0,0,0,-17,-8,-2,0,130,0,0
Lifespan,Born,05/05/13,0,0,0,-18,-9,-2,0,127,0,0
Lifespan,Born,05/06/13,0,0,0,-19,-8,-2,0,121,0,0
Lifespan,Born,05/07/13,0,0,0,-17,-8,-2,0,136,0,0
Lifespan,Born,05/08/13,0,0,0,-18,-9,-2,0,132,0,0
Lifespan,Born,05/09/13,0,0,0,-18,-9,-2,0,136,0,0
Lifespan,Born,05/10/13,0,0,0,-20,-10,-2,0,139,0,0
Lifespan,Born,05/11/13,0,0,0,-21,-10,-3,0,138,0,0
Lifespan,Born,05/12/13,0,0,0,-20,-10,-3,0,138,0,0
Lifespan,Born,05/13/13,0,0,0,-21,-12,-3,0,136,0,0
Lifespan,Born,05/14/13,0,0,0,-23,-10,-3,0,133,0,0
Lifespan,Born,05/15/13,0,0,0,-25,-13,-3,0,140,0,0
Lifespan,Born,05/16/13,0,0,0,-25,-13,-4,0,134,0,0
Lifespan,Born,05/17/13,0,0,0,-24,-12,-4,0,141,0,0
Lifespan,Born,05/18/13,0,0,0,-25,-14,-4,0,143,0,0
Lifespan,Born,05/19/13,0,0,0,-26,-14,-5,0,152,0,0
Lifespan,Born,05/20/13,0,0,0,-27,-14,-5,0,145,0,0
Lifespan,Born,05/21/13,0,0,0,-29,-13,-5,0,142,0,0
Lifespan,Born,05/22/13,0,0,0,-26,-16,-5,0,145,0,0
Lifespan,Born,05/23/13,0,0,0,-30,-14,-5,0,135,0,0
Lifespan,Born,05/24/13,0,0,0,-28,-17,-6,-1,158,0,0
Lifespan,Born,05/25/13,0,0,0,-30,-15,-7,-1,131,0,0
Lifespan,Born,05/26/13,0,0,0,-28,-17,-7,-1,156,0,0
Lifespan,Born,05/27/13,0,0,0,-32,-18,-7,-1,134,0,0
Lifespan,Born,05/28/13,0,0,0,-33,-16,-8,-1,159,0,0
Lifespan,Born,05/29/13,0,0,0,-32,-17,-8,-1,143,0,0
Lifespan,Born,05/30/13,0,0,0,-33,-20,-7,-2,156,0,0
Lifespan,Born,05/31/13,0,0,0,-36,-20,-9,-2,146,0,0
Lifespan,Born,06/01/13,0,0,0,-36,-22,-9,-2,144,0,0
Lifespan,Born,06/02/13,0,0,0,-35,-22,-10,-2,0,158,0
Lifespan,Born,06/03/13,0,0,0,-36,-19,-10,-2,0,156,0
Lifespan,Born,06/04/13,0,0,0,-33,-21,-9,-2,0,146,0
Lifespan,Born,06/05/13,0,0,0,-38,-23,-9,-2,0,171,0
Lifespan,Born,06/06/13,0,0,0,-37,-22,-10,-3,0,160,0
Lifespan,Born,06/07/13,0,0,0,-35,-24,-10,-3,0,148,0
Lifespan,Born,06/08/13,0,0,0,-44,-24,-10,-3,0,148,0
Lifespan,Born,06/09/13,0,0,0,-40,-27,-13,-4,0,173,0
Lifespan,Born,06/10/13,0,0,0,-41,-26,-12,-4,0,147,0
Lifespan,Born,06/11/13,0,0,0,-45,-26,-11,-3,0,179,0
Lifespan,Born,06/12/13,0,0,0,-38,-27,-12,-4,0,160,0
Lifespan,Born,06/13/13,0,0,0,-40,-24,-14,-5,0,162,0
Lifespan,Born,06/14/13,0,0,0,-51,-27,-13,-5,0,174,0
Lifespan,Born,06/15/13,0,0,0,-45,-29,-15,-5,0,169,0
Lifespan,Born,06/16/13,0,0,0,-50,-32,-15,-5,0,163,0
Lifespan,Born,06/17/13,0,0,0,-44,-26,-15,-6,0,180,0
Lifespan,Born,06/18/13,0,0,0,-42,-32,-16,-5,0,165,0
Lifespan,Born,06/19/13,0,0,0,-50,-29,-14,-6,0,185,0
Lifespan,Born,06/20/13,0,0,0,-48,-34,-17,-5,0,156,0
Lifespan,Born,06/21/13,0,0,0,-48,-35,-18,-6,-1,188,0
Lifespan,Born,06/22/13,0,0,0,-45,-30,-19,-6,-1,168,0
Lifespan,Born,06/23/13,0,0,0,-46,-34,-19,-7,-1,188,0
Lifespan,Born,06/24/13,0,0,0,-57,-39,-18,-7,-1,153,0
Lifespan,Born,06/25/13,0,0,0,-55,-31,-22,-9,-1,166,0
Lifespan,Born,06/26/13,0,0,0,-58,-40,-22,-9,-1,185,0
Lifespan,Born,06/27/13,0,0,0,-53,-34,-24,-9,-1,157,0
Lifespan,Born,06/28/13,0,0,0,-51,-42,-21,-8,-2,187,0
Lifespan,Born,06/29/13,0,0,0,-51,-43,-22,-9,-2,173,0
Lifespan,Born,06/30/13,0,0,0,-66,-40,-23,-9,-2,158,0
Lifespan,Born,07/01/13,0,0,0,-55,-35,-20,-10,-2,169,0
Lifespan,Born,07/02/13,0,0,0,-63,-35,-27,-9,-2,0,203
Lifespan,Born,07/03/13,0,0,0,-65,-36,-21,-12,-2,0,158
Lifespan,Born,07/04/13,0,0,0,-55,-44,-26,-11,-3,0,157
Lifespan,Born,07/05/13,0,0,0,-71,-47,-27,-13,-3,0,184
Lifespan,Born,07/06/13,0,0,0,-62,-49,-28,-14,-3,0,163
Lifespan,Born,07/07/13,0,0,0,-60,-49,-24,-11,-3,0,209
Lifespan,Born,07/08/13,0,0,0,-76,-53,-29,-11,-3,0,164
Lifespan,Born,07/09/13,0,0,0,-65,-45,-26,-16,-4,0,196
Lifespan,Born,07/10/13,0,0,0,-78,-55,-32,-14,-4,0,212
Lifespan,Born,07/11/13,0,0,0,-76,-48,-26,-16,-4,0,188
Lifespan,Born,07/12/13,0,0,0,-80,-47,-34,-17,-4,0,197
Lifespan,Born,07/13/13,0,0,0,-19,-50,-32,-15,-5,0,159
Lifespan,Born,07/14/13,0,0,0,0,-52,-31,-16,-5,0,213
Lifespan,Born,07/15/13,0,0,0,0,-49,-28,-15,-6,0,182
Lifespan,Born,07/16/13,0,0,0,0,-49,-34,-20,-7,0,192
Lifespan,Born,07/17/13,0,0,0,0,-51,-33,-18,-5,0,182
Lifespan,Born,07/18/13,0,0,0,0,-58,-34,-17,-7,0,161
Lifespan,Born,07/19/13,0,0,0,0,-59,-30,-18,-6,0,183
Lifespan,Born,07/20/13,0,0,0,0,-49,-40,-19,-7,-1,200
Lifespan,Born,07/21/13,0,0,0,0,-51,-36,-20,-8,-1,189
Lifespan,Born,07/22/13,0,0,0,0,-55,-44,-17,-8,-1,200
Lifespan,Born,07/23/13,0,0,0,0,-62,-42,-18,-9,-1,215
Lifespan,Born,07/24/13,0,0,0,0,-68,-44,-23,-8,-1,204
Lifespan,Born,07/25/13,0,0,0,0,-59,-36,-24,-9,-1,220
Lifespan,Born,07/26/13,0,0,0,0,-54,-39,-25,-10,-2,184
Lifespan,Born,07/27/13,0,0,0,0,-72,-42,-27,-8,-1,184
Lifespan,Born,07/28/13,0,0,0,0,-74,-36,-26,-11,-2,230
Lifespan,Born,07/29/13,0,0,0,0,-71,-48,-26,-12,-2,218
Lifespan,Born,07/30/13,0,0,0,0,-72,-49,-26,-12,-2,171
Lifespan,Born,07/31/13,0,0,0,0,-74,-41,-24,-10,-3,207
Lifespan,Updated profile,10/05/12,218,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/06/12,230,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/07/12,247,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/08/12,241,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/09/12,222,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/10/12,223,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/11/12,218,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/12/12,241,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/13/12,258,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/14/12,240,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/15/12,193,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/16/12,194,0,0,0,0,0,0,0,0,0
Lifespan,Updated profile,10/17/12,252,0,0,0,0,0,0,0,0,0
